Time (s),State,EAR,MAR,Gaze,Yawning,Roll,BaseRoll,Pitch,BasePitch,Yaw,BaseYaw
0.04,Stillness,0.000,0.130,4.330,False,-4.93,-2.47,-1.38,-0.69,-0.01,-0.01
0.13,Stillness,0.000,0.114,3.650,False,-5.26,-4.93,-1.36,-1.36,-0.01,-0.01
0.15,Stillness,0.000,0.108,4.330,False,-5.18,-5.06,-1.00,-1.18,-0.01,-0.01
0.19,Stillness,0.000,0.108,3.650,False,-4.86,-4.93,-0.74,-1.00,-0.01,-0.01
0.22,Stillness,0.000,0.109,4.330,False,-4.51,-4.89,-0.28,-0.87,-0.01,-0.01
0.25,Stillness,0.000,0.100,4.081,False,-4.49,-4.86,0.16,-0.74,-0.01,-0.01
0.28,Stillness,0.000,0.101,4.303,False,-4.47,-4.68,0.48,-0.51,-0.01,-0.01
0.31,Stillness,0.000,0.111,4.081,False,-4.31,-4.51,0.66,-0.28,-0.01,-0.01
0.34,Stillness,0.000,0.101,5.385,False,-4.14,-4.50,1.14,-0.14,-0.01,-0.01
0.37,Stillness,0.000,0.100,6.047,False,-3.94,-4.49,1.61,0.00,-0.01,-0.01
0.40,Stillness,0.000,0.102,6.521,False,-3.82,-4.48,2.13,0.08,-0.01,-0.01
0.43,Stillness,0.000,0.100,6.270,False,-3.72,-4.47,2.63,0.16,-0.01,-0.01
0.47,Stillness,0.000,0.104,5.000,False,-3.49,-4.39,3.14,0.32,-0.01,-0.01
0.50,Stillness,0.000,0.094,3.621,False,-3.35,-4.31,3.69,0.48,-0.01,-0.01
0.53,Stillness,0.000,0.090,3.162,False,-3.12,-4.22,4.18,0.57,-0.01,-0.01
0.56,Stillness,0.000,0.095,3.217,False,-2.80,-4.14,4.92,0.66,-0.01,-0.01
0.59,Drowsy,1.000,0.095,2.303,False,-3.07,-4.04,5.50,0.90,-0.01,-0.01
0.62,Drowsy,1.000,0.090,2.532,False,-3.11,-3.94,6.09,1.14,-0.01,-0.01
0.65,Drowsy,1.000,0.091,2.510,False,-2.94,-3.88,6.46,1.37,-0.01,-0.01
0.68,Drowsy,1.000,0.077,3.217,False,-2.94,-3.82,6.80,1.61,-0.00,-0.01
0.72,Drowsy,1.000,0.088,2.303,False,-2.81,-3.77,7.05,1.87,0.00,-0.01
0.75,Drowsy,1.000,0.082,2.921,False,-2.73,-3.72,7.06,2.13,0.00,-0.01
0.78,Drowsy,1.000,0.090,3.693,False,-2.68,-3.61,7.38,2.38,0.01,-0.01
0.81,Drowsy,1.000,0.083,3.811,False,-2.89,-3.49,7.38,2.63,0.01,-0.01
0.84,Drowsy,1.000,0.084,3.811,False,-2.87,-3.42,7.62,2.88,0.01,-0.01
0.87,Drowsy,1.000,0.080,3.811,False,-2.83,-3.35,7.76,3.14,0.01,-0.01
0.90,Drowsy,1.000,0.082,3.207,False,-2.21,-3.23,7.93,3.42,0.01,-0.01
0.94,Stillness,0.000,0.086,3.354,False,-2.09,-3.12,7.93,3.69,0.00,-0.01
0.96,Stillness,0.000,0.081,3.400,False,-1.85,-3.12,8.09,3.94,0.00,-0.01
1.00,Stillness,0.000,0.071,3.623,False,-1.79,-3.11,8.16,4.18,0.00,-0.01
1.03,Stillness,0.000,0.083,3.811,False,-1.73,-3.09,8.01,4.55,-0.00,-0.01
1.06,Stillness,0.000,0.081,2.943,False,-1.81,-3.07,8.14,4.92,0.00,-0.01
1.09,Stillness,0.000,0.083,2.736,False,-1.85,-3.01,8.11,5.21,0.00,-0.01
1.12,Stillness,0.000,0.059,3.257,False,-2.02,-2.94,8.27,5.50,0.00,-0.01
1.15,Stillness,0.000,0.083,3.811,False,-1.97,-2.94,8.12,5.80,0.00,-0.01
1.19,Stillness,0.000,0.084,3.180,False,-1.91,-2.94,8.11,6.09,0.00,-0.01
1.22,Stillness,0.000,0.085,3.643,False,-1.96,-2.92,8.09,6.27,0.00,-0.00
1.25,Stillness,0.000,0.085,3.864,False,-2.03,-2.89,8.07,6.46,0.00,-0.00
1.28,Stillness,0.000,0.083,3.811,False,-2.32,-2.88,8.16,6.63,0.01,-0.00
1.31,Stillness,0.000,0.071,3.811,False,-2.51,-2.87,8.12,6.80,0.01,0.00
1.34,Stillness,0.000,0.082,2.943,False,-2.45,-2.85,8.08,6.92,0.01,0.00
1.37,Stillness,0.000,0.081,3.811,False,-2.36,-2.83,8.18,7.05,0.01,-0.00
1.40,Stillness,0.000,0.094,3.354,False,-2.56,-2.82,8.26,7.06,0.01,0.00
1.43,Stillness,0.000,0.082,3.354,False,-2.60,-2.81,8.25,7.06,0.01,0.00
1.47,Stillness,0.000,0.083,4.081,False,-2.62,-2.81,8.20,7.22,0.01,0.00
1.50,Stillness,0.000,0.094,3.811,False,-2.75,-2.80,8.14,7.38,0.01,0.00
1.53,Stillness,0.000,0.094,3.180,False,-2.74,-2.77,7.99,7.38,0.01,0.00
1.56,Stillness,0.000,0.070,4.280,False,-2.46,-2.75,8.03,7.38,0.01,0.00
1.59,Stillness,0.000,0.082,2.510,False,-2.52,-2.74,8.12,7.50,0.01,0.00
1.62,Stillness,0.000,0.086,4.915,False,-3.19,-2.75,8.23,7.62,0.01,0.00
1.65,Stillness,0.000,0.073,4.702,False,-3.51,-2.77,8.16,7.69,0.01,0.00
1.68,Stillness,0.000,0.079,5.149,False,-3.30,-2.80,8.04,7.76,0.01,0.00
1.71,Stillness,0.000,0.083,3.217,False,-2.89,-2.81,7.70,7.73,0.01,0.00
1.75,Stillness,0.000,0.080,3.180,False,-2.69,-2.80,7.75,7.75,0.01,0.00
1.78,Stillness,0.000,0.089,2.943,False,-2.93,-2.81,7.64,7.72,0.00,0.00
1.81,Stillness,0.000,0.076,2.736,False,-3.33,-2.81,7.29,7.70,0.00,0.00
1.84,Stillness,0.000,0.085,2.303,False,-3.72,-2.82,7.01,7.67,0.00,0.00
1.87,Stillness,0.000,0.078,2.303,False,-3.96,-2.83,6.94,7.64,0.00,0.00
1.90,Drowsy,1.000,0.090,2.921,False,-4.25,-2.85,6.76,7.63,0.00,0.00
1.93,Drowsy,1.000,0.097,3.606,False,-4.12,-2.87,6.43,7.62,-0.00,0.00
1.96,Drowsy,1.000,0.086,2.532,False,-4.08,-2.88,6.18,7.50,-0.01,0.00
1.99,Drowsy,1.000,0.096,2.828,False,-4.41,-2.89,5.99,7.38,-0.01,0.00
2.03,Drowsy,1.000,0.097,2.236,False,-3.75,-2.89,6.08,7.38,-0.02,0.00
2.06,Drowsy,1.000,0.091,2.921,False,-3.67,-2.89,5.99,7.38,-0.02,0.00
2.09,Drowsy,1.000,0.092,2.828,False,-3.81,-2.91,5.63,7.34,-0.02,0.00
2.12,Drowsy,1.000,0.092,4.039,False,-3.61,-2.93,5.69,7.29,-0.03,0.00
2.15,Drowsy,1.000,0.103,5.221,False,-3.56,-2.93,5.20,7.18,-0.03,0.00
2.18,Drowsy,1.000,0.091,6.772,False,-3.68,-2.94,4.82,7.06,-0.04,0.00
2.21,Drowsy,1.000,0.082,6.405,False,-3.93,-2.94,4.37,7.06,-0.03,0.00
2.24,Drowsy,1.000,0.093,4.718,False,-3.90,-2.94,4.42,7.05,-0.03,0.00
2.27,Drowsy,1.000,0.110,2.921,False,-4.18,-3.01,4.05,7.03,-0.03,0.00
2.31,Drowsy,1.000,0.090,3.817,False,-4.66,-3.07,3.69,7.01,-0.02,0.00
2.34,Drowsy,1.000,0.100,3.217,False,-4.99,-3.09,3.40,6.97,-0.02,0.00
2.37,Drowsy,1.000,0.103,3.606,False,-5.25,-3.11,2.95,6.94,-0.01,0.00
2.40,Drowsy,1.000,0.083,4.472,False,-5.24,-3.12,2.70,6.87,-0.00,0.00
2.43,Drowsy,1.000,0.087,3.924,False,-5.48,-3.12,2.53,6.80,0.00,0.00
2.46,Drowsy,1.000,0.087,4.621,False,-5.51,-3.16,2.27,6.78,0.01,0.00
2.49,Drowsy,1.000,0.095,3.606,False,-5.97,-3.19,2.06,6.76,0.01,0.00
2.52,Drowsy,1.000,0.095,3.384,False,-6.39,-3.25,1.91,6.61,0.02,0.00
2.55,Drowsy,1.000,0.085,3.924,False,-6.75,-3.30,1.86,6.46,0.02,0.00
2.59,Stillness,0.000,0.096,4.357,False,-7.11,-3.31,1.70,6.44,0.03,0.00
2.62,Stillness,0.000,0.094,3.217,False,-7.03,-3.33,1.69,6.43,0.03,0.00
2.65,Stillness,0.000,0.096,3.606,False,-7.16,-3.34,1.35,6.30,0.04,0.00
2.68,Stillness,0.000,0.096,3.606,False,-7.38,-3.35,1.01,6.18,0.05,0.00
2.71,Stillness,0.000,0.096,3.606,False,-7.41,-3.42,0.88,6.13,0.05,0.00
2.74,Stillness,0.000,0.102,3.924,False,-7.30,-3.49,0.76,6.09,0.06,0.00
2.77,Stillness,0.000,0.095,3.924,False,-7.31,-3.50,0.83,6.08,0.06,0.00
2.80,Stillness,0.000,0.085,3.924,False,-7.53,-3.51,0.74,6.08,0.06,0.00
2.84,Stillness,0.000,0.097,4.621,False,-7.63,-3.53,0.63,6.03,0.07,0.00
2.87,Stillness,0.000,0.096,3.924,False,-7.76,-3.56,0.42,5.99,0.07,0.00
2.90,Stillness,0.000,0.094,3.536,False,-7.88,-3.58,0.66,5.99,0.06,0.00
2.94,Stillness,0.000,0.093,3.384,False,-7.92,-3.61,0.69,5.99,0.06,0.00
2.96,Stillness,0.000,0.084,3.536,False,-7.91,-3.64,0.79,5.84,0.05,0.00
2.99,Stillness,0.000,0.095,4.303,False,-7.86,-3.67,0.83,5.69,0.05,0.00
3.02,Stillness,0.000,0.086,3.536,False,-7.88,-3.67,0.80,5.66,0.05,0.00
3.05,Stillness,0.000,0.082,4.621,False,-7.76,-3.68,0.82,5.63,0.05,0.00
3.08,Stillness,0.000,0.096,4.243,False,-7.72,-3.70,0.99,5.57,0.05,0.00
3.12,Stillness,0.000,0.096,4.243,False,-7.68,-3.72,0.70,5.50,0.05,0.00
3.15,Stillness,0.000,0.096,3.606,False,-7.77,-3.72,0.84,5.35,0.05,0.00
3.18,Stillness,0.000,0.106,4.357,False,-7.85,-3.72,0.78,5.20,0.05,0.00
3.21,Stillness,0.000,0.095,4.303,False,-7.98,-3.74,0.93,5.06,0.04,0.00
3.24,Stillness,0.000,0.094,3.702,False,-7.77,-3.75,0.90,4.92,0.04,0.00
3.27,Stillness,0.000,0.086,4.718,False,-7.81,-3.78,1.25,4.87,0.04,0.00
3.30,Stillness,0.000,0.085,8.641,False,-7.69,-3.81,1.51,4.82,0.03,0.00
3.33,Stillness,0.000,0.084,7.637,False,-7.67,-3.82,1.60,4.62,0.03,0.00
3.37,Stillness,0.000,0.093,7.597,False,-7.77,-3.82,1.59,4.42,0.03,0.00
3.40,Stillness,0.000,0.105,5.702,False,-7.71,-3.86,1.98,4.40,0.02,0.00
3.43,Stillness,0.000,0.105,3.924,False,-7.47,-3.90,2.04,4.37,0.02,0.00
3.46,Stillness,0.000,0.095,2.921,False,-7.15,-3.92,2.48,4.28,0.01,0.00
3.49,Stillness,0.000,0.106,4.243,False,-6.84,-3.93,2.90,4.18,-0.00,0.00
3.52,Drowsy,1.000,0.093,3.924,False,-7.35,-3.94,3.19,4.11,-0.00,0.00
3.55,Drowsy,1.000,0.105,3.217,False,-6.95,-3.94,3.47,4.05,-0.01,0.00
3.58,Drowsy,1.000,0.096,3.650,False,-7.07,-3.95,3.70,3.87,-0.01,0.00
3.61,Drowsy,1.000,0.095,3.817,False,-6.78,-3.96,4.13,4.05,-0.02,0.00
3.65,Drowsy,1.000,0.094,3.650,False,-6.87,-4.02,4.43,4.09,-0.02,0.00
3.68,Drowsy,1.000,0.077,3.236,False,-6.68,-4.08,4.43,4.13,-0.02,0.00
3.71,Drowsy,1.000,0.087,3.236,False,-6.65,-4.10,4.56,4.16,-0.02,0.00
3.74,Drowsy,1.000,0.102,3.354,False,-6.58,-4.12,4.70,4.18,-0.02,0.00
3.77,Drowsy,1.000,0.092,4.274,False,-6.53,-4.13,4.61,4.28,-0.02,0.00
3.80,Drowsy,1.000,0.099,3.618,False,-6.46,-4.14,4.77,4.37,-0.02,0.00
3.83,Drowsy,1.000,0.085,5.117,False,-5.56,-4.16,4.72,4.40,-0.02,0.00
3.86,Drowsy,1.000,0.081,7.313,False,-6.03,-4.18,4.78,4.42,-0.02,0.00
3.90,Drowsy,1.000,0.080,7.785,False,-6.67,-4.21,4.61,4.42,-0.02,0.00
3.93,Drowsy,1.000,0.089,7.159,False,-6.90,-4.25,4.73,4.43,-0.02,0.00
3.96,Drowsy,1.000,0.100,4.131,False,-6.43,-4.28,4.74,4.43,-0.02,0.00
3.99,Drowsy,1.000,0.086,3.536,False,-6.44,-4.31,4.85,4.43,-0.01,0.00
4.02,Drowsy,1.000,0.087,2.000,False,-6.31,-4.36,5.03,4.50,-0.01,0.00
4.05,Drowsy,1.000,0.096,3.239,False,-5.87,-4.41,4.89,4.56,-0.01,0.00
4.08,Drowsy,1.000,0.085,3.702,False,-5.65,-4.44,5.03,4.59,-0.01,0.00
4.12,Drowsy,1.000,0.096,2.803,False,-5.49,-4.47,4.97,4.61,-0.01,0.00
4.15,Drowsy,1.000,0.077,2.081,False,-5.02,-4.48,5.02,4.61,-0.01,0.00
4.18,Drowsy,1.000,0.092,2.510,False,-5.06,-4.49,5.14,4.61,-0.01,0.00
4.21,Drowsy,1.000,0.087,2.943,False,-4.82,-4.50,5.11,4.66,-0.01,0.00
4.24,Drowsy,1.000,0.092,3.239,False,-4.74,-4.51,5.17,4.70,-0.01,0.00
4.27,Drowsy,1.000,0.078,2.921,False,-4.78,-4.58,5.15,4.71,-0.01,0.00
4.30,Drowsy,1.000,0.089,2.736,False,-4.81,-4.66,5.04,4.72,-0.01,0.00
4.33,Drowsy,1.000,0.097,2.943,False,-4.92,-4.70,5.15,4.72,-0.01,0.00
4.36,Drowsy,1.000,0.099,3.500,False,-4.95,-4.74,5.15,4.73,-0.01,0.00
4.39,Drowsy,1.000,0.089,3.811,False,-5.05,-4.76,5.25,4.73,-0.01,0.00
4.42,Drowsy,1.000,0.089,2.500,False,-5.13,-4.78,5.36,4.74,-0.01,0.00
4.46,Drowsy,1.000,0.088,2.736,False,-5.24,-4.79,5.53,4.76,-0.01,0.00
4.49,Drowsy,1.000,0.090,2.303,False,-5.29,-4.81,5.43,4.77,-0.01,0.00
4.52,Drowsy,1.000,0.080,2.510,False,-5.45,-4.81,5.65,4.78,-0.01,0.00
4.55,Stillness,0.000,0.092,3.354,False,-5.50,-4.82,5.86,4.78,-0.01,-0.00
4.58,Stillness,0.000,0.090,2.121,False,-5.86,-4.84,6.10,4.80,-0.01,0.00
4.61,Stillness,0.000,0.083,3.354,False,-6.03,-4.86,6.38,4.82,-0.01,0.00
4.64,Stillness,0.000,0.073,3.354,False,-6.23,-4.89,6.66,4.84,-0.01,-0.00
4.67,Stillness,0.000,0.084,3.400,False,-6.43,-4.92,6.70,4.85,-0.02,-0.00
4.70,Stillness,0.000,0.086,3.811,False,-6.58,-4.92,6.79,4.87,-0.02,-0.00
4.74,Stillness,0.000,0.074,3.000,False,-6.85,-4.93,6.85,4.89,-0.02,-0.00
4.77,Stillness,0.000,0.084,3.623,False,-6.76,-4.94,6.95,4.90,-0.02,-0.00
4.80,Stillness,0.000,0.077,3.854,False,-7.05,-4.95,7.00,4.92,-0.02,-0.00
4.83,Stillness,0.000,0.073,4.515,False,-7.35,-4.97,6.99,4.94,-0.02,-0.00
4.86,Stillness,0.000,0.086,4.061,False,-7.60,-4.99,6.88,4.97,-0.02,-0.00
4.89,Stillness,0.000,0.067,4.061,False,-7.86,-5.01,6.76,5.00,-0.02,-0.00
4.92,Stillness,0.000,0.087,4.472,False,-7.94,-5.02,6.71,5.02,-0.02,-0.00
4.95,Stillness,0.000,0.062,4.472,False,-8.16,-5.03,6.60,5.03,-0.02,-0.00
4.98,Stillness,0.000,0.072,4.034,False,-8.08,-5.05,6.48,5.03,-0.02,-0.01
5.02,Stillness,0.000,0.072,4.354,False,-8.17,-5.06,6.26,5.03,-0.02,-0.01
5.05,Stillness,0.000,0.084,4.354,False,-8.08,-5.06,5.89,5.03,-0.02,-0.01
5.08,Stillness,0.000,0.080,3.662,False,-8.27,-5.10,5.59,5.03,-0.02,-0.01
5.11,Stillness,0.000,0.081,3.662,False,-8.15,-5.13,5.45,5.04,-0.02,-0.01
5.14,Stillness,0.000,0.079,4.738,False,-8.00,-5.15,5.38,5.07,-0.02,-0.01
5.17,Stillness,0.000,0.077,4.808,False,-7.90,-5.18,5.33,5.11,-0.02,-0.01
5.20,Stillness,0.000,0.078,4.061,False,-7.90,-5.21,5.16,5.13,-0.02,-0.01
5.23,Stillness,0.000,0.095,4.034,False,-8.00,-5.24,4.93,5.11,-0.02,-0.01
5.27,Stillness,0.000,0.075,4.061,False,-7.93,-5.24,4.70,5.07,-0.02,-0.01
5.30,Stillness,0.000,0.090,4.061,False,-7.93,-5.24,4.52,5.04,-0.02,-0.01
5.33,Stillness,0.000,0.078,3.623,False,-7.69,-5.25,4.25,5.03,-0.02,-0.01
5.36,Stillness,0.000,0.076,3.623,False,-7.56,-5.25,4.05,5.03,-0.02,-0.01
5.39,Stillness,0.000,0.103,3.693,False,-7.72,-5.26,4.01,5.03,-0.02,-0.01
5.42,Stillness,0.000,0.098,3.623,False,-7.75,-5.26,3.79,5.03,-0.02,-0.01
5.45,Stillness,0.000,0.078,5.157,False,-7.76,-5.28,3.66,5.03,-0.02,-0.01
5.49,Stillness,0.000,0.086,4.854,False,-7.68,-5.29,3.52,5.02,-0.02,-0.01
5.53,Stillness,0.000,0.087,6.155,False,-7.64,-5.37,3.43,5.00,-0.02,-0.01
5.56,Stillness,0.000,0.086,5.187,False,-7.56,-5.45,3.37,4.97,-0.02,-0.01
5.59,Stillness,0.000,0.089,4.786,False,-7.69,-5.47,3.45,4.95,-0.02,-0.01
5.63,Stillness,0.000,0.078,6.451,False,-7.90,-5.48,3.41,4.93,-0.02,-0.01
5.66,Stillness,0.000,0.100,2.000,False,-7.79,-5.49,3.55,4.92,-0.02,-0.01
5.69,Drowsy,1.000,0.086,3.217,False,-8.03,-5.49,3.67,4.92,-0.02,-0.01
5.72,Drowsy,1.000,0.079,3.239,False,-7.98,-5.50,3.68,4.90,-0.02,-0.01
5.75,Drowsy,1.000,0.101,3.207,False,-7.91,-5.50,3.75,4.89,-0.02,-0.01
5.78,Drowsy,1.000,0.082,4.977,False,-8.00,-5.51,3.88,4.87,-0.02,-0.01
5.81,Drowsy,1.000,0.104,4.783,False,-7.97,-5.51,3.93,4.85,-0.02,-0.01
5.84,Drowsy,1.000,0.092,4.497,False,-7.95,-5.54,3.89,4.84,-0.02,-0.01
5.87,Drowsy,1.000,0.089,3.817,False,-8.03,-5.56,3.91,4.82,-0.02,-0.01
5.91,Drowsy,1.000,0.090,5.465,False,-8.17,-5.61,3.94,4.80,-0.02,-0.01
5.94,Drowsy,1.000,0.103,4.915,False,-8.04,-5.65,4.00,4.78,-0.02,-0.01
5.97,Drowsy,1.000,0.083,4.274,False,-8.00,-5.75,3.84,4.78,-0.02,-0.01
6.00,Drowsy,1.000,0.080,5.590,False,-8.14,-5.86,3.68,4.77,-0.02,-0.01
6.03,Drowsy,1.000,0.097,4.354,False,-8.06,-5.87,3.78,4.76,-0.02,-0.01
6.06,Drowsy,1.000,0.093,4.768,False,-8.08,-5.87,3.84,4.74,-0.02,-0.01
6.09,Drowsy,1.000,0.103,4.497,False,-8.30,-5.92,4.02,4.73,-0.02,-0.01
6.12,Drowsy,1.000,0.093,3.650,False,-8.21,-5.97,3.91,4.73,-0.02,-0.01
6.16,Drowsy,1.000,0.081,4.034,False,-8.11,-6.00,4.04,4.72,-0.02,-0.01
6.19,Drowsy,1.000,0.083,4.034,False,-8.21,-6.03,4.01,4.72,-0.02,-0.01
6.22,Drowsy,1.000,0.093,4.081,False,-8.21,-6.03,3.94,4.71,-0.02,-0.01
6.25,Drowsy,1.000,0.087,4.061,False,-8.03,-6.03,3.96,4.70,-0.02,-0.01
6.28,Drowsy,1.000,0.082,3.500,False,-7.87,-6.13,3.88,4.70,-0.02,-0.01
6.31,Stillness,0.000,0.097,3.693,False,-7.91,-6.23,4.02,4.70,-0.02,-0.01
6.34,Stillness,0.000,0.095,4.280,False,-7.92,-6.27,4.06,4.66,-0.02,-0.01
6.37,Stillness,0.000,0.095,3.354,False,-7.68,-6.31,4.05,4.61,-0.02,-0.01
6.40,Stillness,0.000,0.095,3.915,False,-7.81,-6.35,4.07,4.61,-0.02,-0.01
6.43,Stillness,0.000,0.082,3.811,False,-7.84,-6.39,4.13,4.61,-0.02,-0.01
6.47,Stillness,0.000,0.071,4.107,False,-7.67,-6.41,4.16,4.59,-0.02,-0.01
6.50,Stillness,0.000,0.085,3.550,False,-7.81,-6.43,4.21,4.56,-0.02,-0.01
6.53,Stillness,0.000,0.079,3.354,False,-7.73,-6.43,4.21,4.54,-0.02,-0.01
6.56,Stillness,0.000,0.096,2.943,False,-7.76,-6.43,4.30,4.52,-0.02,-0.01
6.59,Stillness,0.000,0.082,2.943,False,-7.89,-6.44,4.43,4.48,-0.02,-0.01
6.62,Stillness,0.000,0.093,3.303,False,-7.82,-6.44,4.33,4.43,-0.02,-0.01
6.65,Stillness,0.000,0.081,3.817,False,-7.86,-6.45,4.26,4.43,-0.02,-0.01
6.68,Stillness,0.000,0.083,3.180,False,-7.78,-6.46,4.20,4.43,-0.02,-0.01
6.72,Stillness,0.000,0.086,3.618,False,-7.85,-6.50,4.20,4.43,-0.02,-0.01
6.75,Stillness,0.000,0.094,3.354,False,-7.85,-6.53,4.17,4.43,-0.02,-0.01
6.78,Stillness,0.000,0.094,3.354,False,-7.66,-6.56,4.10,4.42,-0.02,-0.01
6.81,Drowsy,1.000,0.091,3.217,False,-7.72,-6.58,4.16,4.42,-0.02,-0.01
6.84,Drowsy,1.000,0.094,3.236,False,-7.55,-6.58,4.32,4.40,-0.02,-0.01
6.87,Drowsy,1.000,0.080,3.236,False,-7.95,-6.58,4.29,4.37,-0.02,-0.01
6.90,Drowsy,1.000,0.080,3.000,False,-7.92,-6.62,4.41,4.39,-0.02,-0.01
6.94,Drowsy,1.000,0.091,2.921,False,-8.07,-6.65,4.35,4.37,-0.02,-0.01
6.97,Drowsy,1.000,0.089,2.736,False,-7.97,-6.66,4.37,4.37,-0.02,-0.01
7.00,Drowsy,1.000,0.080,2.943,False,-8.12,-6.67,4.43,4.37,-0.02,-0.01
7.03,Drowsy,1.000,0.097,3.207,False,-8.17,-6.67,4.49,4.39,-0.02,-0.01
7.06,Drowsy,1.000,0.079,2.943,False,-7.94,-6.68,4.35,4.37,-0.02,-0.01
7.09,Drowsy,1.000,0.090,2.288,False,-7.83,-6.71,4.36,4.37,-0.02,-0.01
7.12,Drowsy,1.000,0.080,3.354,False,-8.00,-6.75,4.33,4.37,-0.02,-0.01
7.15,Drowsy,1.000,0.091,3.239,False,-7.85,-6.76,4.46,4.37,-0.02,-0.01
7.19,Drowsy,1.000,0.079,6.698,False,-7.66,-6.76,4.28,4.37,-0.02,-0.01
